,word,overall_rank,rank_english,rank_japanese,kanji,hiragana,count_english,word_type_japanese
922,separately,923,6580,1175,別々,べつべつ,9199179,Adjectival Noun
923,separately,924,6580,5025,ばらばら,ばらばら,9199179,Adverb
924,tire,925,6587,4584,タイヤ,タイヤ,9192117,Noun
925,friendship,926,6595,3920,親善,しんぜん,9175451,Noun
926,friendship,927,6595,4330,友情,ゆうじょう,9175451,Noun
927,passport,928,6597,991,パスポート,パスポート,9170570,Noun
928,scales,929,6608,5693,はかり,はかり,9162147,Noun
929,somehow,930,6615,4836,どうにか,どうにか,9149642,Adverb
930,homework,931,6634,1118,宿題,しゅくだい,9116821,Noun
931,treaty,932,6651,3019,条約,じょうやく,9086189,Noun
932,lemon,933,6659,1266,レモン,レモン,9066930,Noun
933,joke,934,6675,1885,冗談,じょうだん,9043968,Noun
934,celebrate,935,6691,1629,お祝い,おいわい,9010814,Verbal Noun
935,bench,936,6699,4824,ベンチ,ベンチ,8992211,Noun
936,radius,937,6704,5710,半径,はんけい,8985161,Noun
937,salad,938,6737,1366,サラダ,サラダ,8923706,Noun
938,veteran,939,6768,4440,ベテラン,ベテラン,8886185,Noun
939,landing,940,6770,5228,着陸,ちゃくりく,8882585,Verbal Noun
940,reunion,941,6789,3506,再会,さいかい,8840817,Verbal Noun
941,float,942,6803,3111,浮かぶ,うかぶ,8808655,Verb
942,float,943,6803,3114,浮く,うく,8808655,Verb
943,equality,944,6824,4884,同等,どうとう,8776326,Noun
944,companion,945,6838,4996,連れ,つれ,8745556,Noun
945,swim,946,6845,1407,泳ぐ,およぐ,8739102,Verb
946,tunnel,947,6860,4251,トンネル,トンネル,8697960,Noun
947,wheat,948,6869,3691,小麦,こむぎ,8685589,Noun
948,wheat,949,6869,5715,麦,むぎ,8685589,Noun
949,distribute,950,6874,804,配る,くばる,8678754,Verb
950,bee,951,6885,5992,蜂,はち,8659734,Noun
951,bride,952,6890,5797,花嫁,はなよめ,8650665,Noun
952,scientist,953,6924,2766,科学者,かがくしゃ,8600655,Noun
953,inflation,954,6943,3701,インフレーション,インフレーション,8567769,Noun
954,knee,955,7034,1916,ひざ,ひざ,8426957,Noun
955,rarely,956,7073,971,めったに,めったに,8361371,Adverb
956,rarely,957,7073,5838,まれ,まれ,8361371,Adjective
957,bicycle,958,7084,311,自転車,じてんしゃ,8344882,Noun
958,humidity,959,7097,3131,湿度,しつど,8321426,Noun
959,protest,960,7148,3629,抗議,こうぎ,8243564,Verbal Noun
960,invention,961,7155,4677,発明,はつめい,8227022,Verbal Noun
961,nickname,962,7156,3668,あだ名,あだな,8226050,Noun
962,cancellation,963,7191,2838,キャンセル,キャンセル,8183513,Verbal Noun
963,butterfly,964,7213,5962,蝶蝶,ちょうちょう,8141617,Noun
964,uncle,965,7224,1141,おじ,おじ,8127694,Noun
965,uncle,966,7224,1371,おじさん,おじさん,8127694,Noun
966,reflection,967,7228,4833,反映,はんえい,8121245,Verbal Noun
967,reflection,968,7228,5392,反射,はんしゃ,8121245,Verbal Noun
968,invitation,969,7232,1613,招待,しょうたい,8116098,Verbal Noun
969,journalism,970,7287,2896,ジャーナリズム,ジャーナリズム,8029164,Noun
970,frog,971,7293,2746,かえる,かえる,8019592,Noun
971,grammar,972,7294,4529,文法,ぶんぽう,8019137,Noun
972,semiconductor,973,7309,5399,半導体,はんどうたい,7994769,Noun
973,ribbon,974,7334,1446,リボン,リボン,7949592,Noun
974,impression,975,7353,3242,印象,いんしょう,7926329,Noun
975,transparent,976,7379,5398,透明,とうめい,7885356,Adjectival Noun
976,boom,977,7386,4075,ブーム,ブーム,7869145,Noun
977,fork,978,7405,1461,フォーク,フォーク,7839872,Noun
978,twins,979,7430,5921,双子,ふたご,7815027,Noun
979,triangle,980,7435,1097,三角,さんかく,7808241,Noun
980,triangle,981,7435,2653,三角形,さんかくけい,7808241,Noun
981,hydrogen,982,7446,3445,水素,すいそ,7782756,Noun
982,tray,983,7455,5906,盆,ぼん,7752079,Noun
983,bat,984,7477,5013,バット,バット,7725300,Noun
984,embassy,985,7511,1114,大使館,たいしかん,7669494,Noun
985,indirect,986,7518,2650,間接,かんせつ,7660350,Noun
986,wool,987,7520,1531,ウール,ウール,7657081,Noun
987,volleyball,988,7524,1326,バレーボール,バレーボール,7652654,Noun
988,horizon,989,7527,2760,水平線,すいへいせん,7648930,Noun
989,horizon,990,7527,4875,地平線,ちへいせん,7648930,Noun
990,karaoke,991,7582,2580,カラオケ,カラオケ,7568648,Noun
991,trap,992,7583,5956,挟む,はさむ,7568482,Verb
992,vegetable,993,7658,690,野菜,やさい,7470219,Noun
993,humanities,994,7661,2773,人文科学,じんぶんかがく,7465314,Noun
994,scratch,995,7665,3978,掻く,かく,7457515,Verb
995,belly,996,7749,5518,腹,はら,7346354,Noun
996,thumb,997,7799,2683,親指,おやゆび,7284386,Noun
997,stomach,998,7838,300,おなか,おなか,7234044,Noun
998,stomach,999,7838,1689,胃,い,7234044,Noun
999,fate,1000,7888,2965,運命,うんめい,7163528,Noun
1000,battlefield,1001,7920,3082,戦場,せんじょう,7124495,Noun
1001,envelope,1002,7956,1868,封筒,ふうとう,7082265,Noun
1002,disco,1003,7965,4691,ディスコ,ディスコ,7067687,Noun
1003,pig,1004,7993,1834,豚,ぶた,7028841,Noun
1004,imagination,1005,7999,5084,想像,そうぞう,7019006,Verbal Noun
1005,actress,1006,8008,3357,女優,じょゆう,7010056,Noun
1006,chorus,1007,8026,3873,合唱,がっしょう,6994116,Verbal Noun
1007,rhythm,1008,8028,4654,リズム,リズム,6993833,Noun
1008,rope,1009,8050,4496,ロープ,ロープ,6947989,Noun
1009,unexpected,1010,8101,2276,思いがけない,おもいがけない,6891123,Adjective
1010,characteristic,1011,8104,4845,特色,とくしょく,6889575,Noun
1011,defeat,1012,8135,5098,破る,やぶる,6851628,Verb
1012,sunrise,1013,8162,4061,日の出,ひので,6825721,Noun
1013,fur,1014,8165,3698,毛皮,けがわ,6824491,Noun
1014,affiliation,1015,8173,3645,系列,けいれつ,6800211,Noun
1015,thickness,1016,8197,1584,厚さ,あつさ,6777013,Noun
1016,genius,1017,8200,4354,天才,てんさい,6770764,Noun
1017,balloon,1018,8246,4944,風船,ふうせん,6719614,Noun
1018,ham,1019,8250,1556,ハム,ハム,6710254,Noun
1019,peninsula,1020,8354,4945,半島,はんとう,6592516,Noun
1020,tent,1021,8402,876,テント,テント,6542394,Noun
1021,questionnaire,1022,8405,2348,アンケート,アンケート,6539764,Noun
1022,earthquake,1023,8449,1443,地震,じしん,6498726,Noun
1023,poet,1024,8482,3663,詩人,しじん,6466394,Noun
1024,surname,1025,8484,787,名字,みょうじ,6464687,Noun
1025,potato,1026,8549,1861,ジャガイモ,ジャガイモ,6397517,Noun
1026,onion,1027,8560,5927,玉ねぎ,たまねぎ,6384730,Noun
1027,sandwich,1028,8563,1521,サンドイッチ,サンドイッチ,6382356,Noun
1028,girlfriend,1029,8568,1586,ガールフレンド,ガールフレンド,6379028,Noun
1029,textbook,1030,8617,1198,教科書,きょうかしょ,6332509,Noun
1030,lighter,1031,8657,1386,ライター,ライター,6287712,Noun
1031,pillow,1032,8672,1956,枕,まくら,6267773,Noun
1032,marathon,1033,8736,4471,マラソン,マラソン,6184918,Noun
1033,ant,1034,8737,3601,あり,あり,6182704,Noun
1034,gasoline,1035,8741,2365,ガソリン,ガソリン,6179239,Noun
1035,badge,1036,8768,4950,バッジ,バッジ,6145138,Noun
1036,wrist,1037,8769,5031,手首,てくび,6143580,Noun
1037,tremendous,1038,8774,5966,物凄い,ものすごい,6136813,Adjective
1038,postcard,1039,8793,1685,葉書,はがき,6117094,Noun
1039,elephant,1040,8794,5085,象,ぞう,6116985,Noun
1040,scholar,1041,8798,2694,学者,がくしゃ,6106465,Noun
1041,ambassador,1042,8832,4301,大使,たいし,6071252,Noun
1042,phenomenon,1043,8866,3041,現象,げんしょう,6041881,Noun
1043,pork,1044,8947,1835,豚肉,ぶたにく,5973507,Noun
1044,frost,1045,8985,3885,霜,しも,5940685,Noun
1045,stationery,1046,9012,1485,文房具,ぶんぼうぐ,5923389,Noun
1046,cliff,1047,9036,3937,崖,がけ,5898886,Noun
1047,journalist,1048,9042,2273,ジャーナリスト,ジャーナリスト,5895302,Noun
1048,yen,1049,9150,28,円,えん,5792863,Noun
1049,refrigerator,1050,9208,1424,冷蔵庫,れいぞうこ,5726901,Noun
1050,sacrifice,1051,9280,3744,犠牲,ぎせい,5670665,Noun
1051,emperor,1052,9295,5929,天皇,てんのう,5660656,Noun
1052,tomato,1053,9324,1316,トマト,トマト,5630352,Noun
1053,undertake,1054,9347,4464,引き受ける,ひきうける,5613443,Verb
1054,tear,1055,9356,1633,涙,なみだ,5605530,Noun
1055,painful,1056,9372,318,痛い,いたい,5591729,Adjective
1056,banana,1057,9397,1156,バナナ,バナナ,5567941,Noun
1057,tooth,1058,9414,1194,歯,は,5551049,Noun
1058,helicopter,1059,9441,4233,ヘリコプター,ヘリコプター,5528827,Noun
1059,pencil,1060,9442,1844,鉛筆,えんぴつ,5527529,Noun
1060,ladder,1061,9460,5699,はしご,はしご,5508719,Noun
1061,heel,1062,9509,3759,かかと,かかと,5468921,Noun
1062,blanket,1063,9523,1853,毛布,もうふ,5457762,Noun
1063,picnic,1064,9556,1646,ピクニック,ピクニック,5417141,Noun
1064,temporarily,1065,9612,2001,一時,いちじ,5368112,Adverb
1065,detective,1066,9630,3857,刑事,けいじ,5353706,Noun
1066,persistent,1067,9645,2937,しつこい,しつこい,5332514,Adjective
1067,aquarium,1068,9655,2685,水族館,すいぞくかん,5327865,Noun
1068,violin,1069,9656,986,バイオリン,バイオリン,5327802,Noun
1069,enclosure,1070,9676,5805,同封,どうふう,5309730,Verbal Noun
1070,mailman,1071,9722,773,郵便屋さん,ゆうびんやさん,5266389,Noun
1071,airplane,1072,9777,323,飛行機,ひこうき,5216750,Noun
1072,advancement,1073,9793,2975,進出,しんしゅつ,5205341,Verbal Noun
1073,advancement,1074,9793,2976,進行,しんこう,5205341,Verbal Noun
1074,advancement,1075,9793,2978,前進,ぜんしん,5205341,Verbal Noun
1075,knock,1076,9810,666,どんどん,どんどん,5196013,Adverb
1076,knock,1077,9810,1716,ノック,ノック,5196013,Verbal Noun
1077,optimum,1078,9822,3129,最適,さいてき,5188219,Adjectival Noun
1078,flour,1079,9857,3692,小麦粉,こむぎこ,5162842,Noun
1079,gentleman,1080,9891,3650,紳士,しんし,5134582,Noun
1080,continent,1081,9952,5226,大陸,たいりく,5095575,Noun
1081,strengthening,1082,9971,975,強化,きょうか,5079049,Verbal Noun
1082,subjective,1083,9987,3148,主観的,しゅかんてき,5068230,Adjective
1083,stake,1084,9992,3687,懸ける,かける,5061965,Verb
1084,fatigue,1085,10055,5350,疲労,ひろう,5010911,Verbal Noun
1085,bitter,1086,10079,1567,苦い,にがい,4995265,Adjective
1086,landlord,1087,10169,2071,大家,おおや,4915638,Noun
1087,landlord,1088,10169,4820,家主,やぬし,4915638,Noun
1088,towel,1089,10194,1181,タオル,タオル,4901668,Noun
1089,carpenter,1090,10240,4198,大工,だいく,4870735,Noun
1090,handbag,1091,10255,1341,ハンドバッグ,ハンドバッグ,4858848,Noun
1091,boyfriend,1092,10266,1561,ボーイフレンド,ボーイフレンド,4849182,Noun
1092,curtain,1093,10294,1021,カーテン,カーテン,4827869,Noun
1093,curtain,1094,10294,5754,幕,まく,4827869,Noun
1094,kindergarten,1095,10436,1894,幼稚園,ようちえん,4726688,Noun
1095,bud,1096,10541,5599,つぼみ,つぼみ,4638865,Noun
1096,dentist,1097,10543,1193,歯医者,はいしゃ,4638330,Noun
1097,bump,1098,10588,4578,ぶつける,ぶつける,4618593,Verb
1098,aunt,1099,10627,1466,おば,おば,4594042,Noun
1099,aunt,1100,10627,1821,おばさん,おばさん,4594042,Noun
1100,closet,1101,10648,859,押し入れ,おしいれ,4581735,Noun
1101,gram,1102,10679,866,グラム,グラム,4566651,Noun
1102,alphabet,1103,10686,3327,アルファベット,アルファベット,4562325,Noun
1103,sweat,1104,10703,3868,汗,あせ,4551615,Noun
1104,dentistry,1105,10778,2770,歯科,しか,4497604,Noun
1105,chill,1106,10793,2254,寒気,さむけ,4489643,Noun
1106,vivid,1107,10810,3715,鮮やか,あざやか,4479514,Adjective
1107,upstream,1108,10841,3099,上流,じょうりゅう,4459299,Noun
1108,continuation,1109,10843,3198,継続,けいぞく,4457196,Verbal Noun
1109,servant,1110,10846,2214,使用人,しようにん,4456781,Noun
1110,wheelchair,1111,10883,3991,車椅子,くるまいす,4435076,Noun
1111,bucket,1112,10906,4981,バケツ,バケツ,4415452,Noun
1112,dessert,1113,10939,5321,デザート,デザート,4392650,Noun
1113,ambulance,1114,10987,1380,救急車,きゅうきゅうしゃ,4363682,Noun
1114,collision,1115,11052,5608,追突,ついとつ,4320422,Verbal Noun
1115,elastic,1116,11130,1001,ゴム,ゴム,4265135,Noun
1116,melody,1117,11131,4855,メロディー,メロディー,4264666,Noun
1117,cousin,1118,11133,1241,いとこ,いとこ,4263150,Noun
1118,headache,1119,11228,2951,頭痛,ずつう,4218013,Noun
1119,strawberry,1120,11311,1988,苺,いちご,4169376,Noun
1120,elevator,1121,11315,836,エレベーター,エレベーター,4167714,Noun
1121,ankle,1122,11344,2948,足首,あしくび,4146793,Noun
1122,borrow,1123,11358,930,借りる,かりる,4137645,Verb
1123,bamboo,1124,11360,5772,竹,たけ,4136702,Noun
1124,vibration,1125,11369,3160,振動,しんどう,4130212,Verbal Noun
1125,overtime,1126,11417,2468,残業,ざんぎょう,4095339,Verbal Noun
1126,substitution,1127,11441,2518,代わり,かわり,4083235,Noun
1127,spoon,1128,11594,1436,スプーン,スプーン,4000406,Noun
1128,locker,1129,11612,4925,ロッカー,ロッカー,3985812,Noun
1129,grandfather,1130,11629,1939,お祖父さん,おじいさん,3976363,Noun
1130,grandfather,1131,11629,1942,祖父,そふ,3976363,Noun
1131,subway,1132,11661,684,地下鉄,ちかてつ,3959823,Noun
1132,sightseeing,1133,11677,799,見物,けんぶつ,3949130,Verbal Noun
1133,sightseeing,1134,11677,3150,観光,かんこう,3949130,Noun
1134,spill,1135,11777,1691,こぼす,こぼす,3890646,Verb
1135,etiquette,1136,11811,3543,エチケット,エチケット,3872794,Noun
1136,initiation,1137,11830,4118,入門,にゅうもん,3855916,Noun
1137,noun,1138,11875,5570,名詞,めいし,3837137,Noun
1138,swallow,1139,11883,5580,つばめ,つばめ,3832303,Noun
1139,squid,1140,11889,3684,いか,いか,3828491,Noun
1140,simultaneous,1141,11933,4744,同時,どうじ,3808657,Noun
1141,symptom,1142,11976,3496,症状,しょうじょう,3784339,Noun
1142,laughter,1143,11977,5455,笑い,わらい,3783649,Noun
1143,laughter,1144,11977,5584,笑い声,わらいごえ,3783649,Noun
1144,ignorance,1145,11981,4351,無知,むち,3782654,Adjectival Noun
1145,sour,1146,12027,368,酸っぱい,すっぱい,3757799,Adjective
1146,verb,1147,12094,5569,動詞,どうし,3726924,Noun
1147,noisy,1148,12104,3574,騒がしい,さわがしい,3722908,Adjective
1148,regret,1149,12121,3802,後悔,こうかい,3716789,Verbal Noun
1149,regret,1150,12121,3813,惜しむ,おしむ,3716789,Verb
1150,grandmother,1151,12146,1940,お祖母さん,おばあさん,3697756,Noun
1151,grandmother,1152,12146,1943,祖母,そぼ,3697756,Noun
1152,downstream,1153,12157,3100,下流,かりゅう,3691197,Noun
1153,viewpoint,1154,12203,3512,視点,してん,3667923,Noun
1154,capitalism,1155,12271,2884,資本主義,しほんしゅぎ,3640757,Noun
1155,cheating,1156,12334,3369,カンニング,カンニング,3615902,Verbal Noun
1156,conscience,1157,12397,4342,良心,りょうしん,3576906,Noun
1157,crush,1158,12398,5950,潰れる,つぶれる,3576348,Verb
1158,tasty,1159,12426,390,おいしい,おいしい,3565676,Adjective
1159,cushion,1160,12446,3753,座布団,ざぶとん,3556775,Noun
1160,pediatrics,1161,12595,3768,小児科,しょうにか,3489597,Noun
1161,sushi,1162,12598,1795,寿司,すし,3488691,Noun
1162,elbow,1163,12610,1921,ひじ,ひじ,3484326,Noun
1163,strongest,1164,12622,2391,最強,さいきょう,3478166,Noun
1164,pumpkin,1165,12670,3145,かぼちゃ,かぼちゃ,3457437,Noun
1165,razor,1166,12682,3477,かみそり,かみそり,3451657,Noun
1166,cough,1167,12683,3973,咳,せき,3451640,Noun
1167,pedestrian,1168,12738,4793,歩行者,ほこうしゃ,3434750,Noun
1168,panda,1169,12765,5258,ぱんだ,ぱんだ,3424825,Noun
1169,midst,1170,12856,4709,真っ最中,まっさいちゅう,3381410,Noun
1170,appetite,1171,12944,2623,食欲,しょくよく,3346826,Noun
1171,shortcut,1172,12967,4238,近道,ちかみち,3338749,Noun
1172,feather,1173,12983,5740,羽根,はね,3331460,Noun
1173,tightly,1174,12994,3809,ぎっしり,ぎっしり,3326221,Adverb
1174,eternity,1175,13028,3117,永遠,えいえん,3311935,Adjectival Noun
1175,eternity,1176,13028,3118,永久,えいきゅう,3311935,Adjectival Noun
1176,tuberculosis,1177,13060,3614,結核,けっかく,3296585,Noun
1177,shutter,1178,13077,2547,シャッター,シャッター,3293238,Noun
1178,toast,1179,13157,5410,トースト,トースト,3262695,Noun
1179,sigh,1180,13389,5978,溜め息,ためいき,3173217,Noun
1180,interpreting,1181,13467,5285,通訳,つうやく,3140617,Verbal Noun
1181,irregular,1182,13587,4533,不規則,ふきそく,3097883,Adjectival Noun
1182,singular,1183,13600,4507,単数,たんすう,3093829,Noun
1183,volcano,1184,13644,2048,火山,かざん,3076134,Noun
1184,ashes,1185,13795,1819,灰,はい,3011008,Noun
1185,poisoning,1186,13849,5533,中毒,ちゅうどく,2989025,Verbal Noun
1186,plum,1187,13932,3928,梅,うめ,2961363,Noun
1187,crossroads,1188,13982,2163,十字路,じゅうじろ,2940390,Noun
1188,housewife,1189,14020,3376,主婦,しゅふ,2928414,Noun
1189,pistol,1190,14085,4628,ピストル,ピストル,2904815,Noun
1190,supermarket,1191,14148,1411,スーパーマーケット,スーパーマーケット,2885844,Noun
1191,tuna,1192,14257,5038,まぐろ,まぐろ,2842548,Noun
1192,harmless,1193,14453,5096,無害,むがい,2774838,Adjectival Noun
1193,dispersion,1194,14465,5497,分散,ぶんさん,2770698,Verbal Noun
1194,curiosity,1195,14466,3173,好奇心,こうきしん,2770499,Noun
1195,boiling,1196,14521,5885,沸騰,ふっとう,2751209,Verbal Noun
1196,bathing,1197,14565,5680,入浴,にゅうよく,2738196,Verbal Noun
1197,rectangle,1198,14636,4715,長方形,ちょうほうけい,2718237,Noun
1198,supper,1199,14664,579,夕食,ゆうしょく,2709558,Noun
1199,instability,1200,14670,4611,不安定,ふあんてい,2706582,Adjectival Noun
1200,cheek,1201,14743,5794,ほほ,ほほ,2681029,Noun
1201,cheek,1202,14743,5996,頬,ほお,2681029,Noun
1202,exhausted,1203,14778,3626,くたくた,くたくた,2669693,Adjective
1203,mosquito,1204,14805,1964,蚊,か,2664788,Noun
1204,rewrite,1205,14860,281,書き直す,かきなおす,2648549,Verb
1205,grapes,1206,14877,966,ぶどう,ぶどう,2643584,Noun
1206,steadily,1207,14921,4182,どんどん,どんどん,2632187,Adverb
1207,ruler,1208,14974,4562,物差し,ものさし,2615554,Noun
1208,airmail,1209,14985,1249,航空便,こうくうびん,2611913,Noun
1209,airmail,1210,14985,1776,エアメール,エアメール,2611913,Noun
1210,apologize,1211,15033,1598,謝る,あやまる,2591938,Verb
1211,apologize,1212,15033,3993,お詫び,おわび,2591938,Verbal Noun
1212,apologize,1213,15033,5995,詫びる,わびる,2591938,Verb
1213,shave,1214,15075,1982,剃る,そる,2580057,Verb
1214,resignation,1215,15150,2984,辞任,じにん,2560942,Verbal Noun
1215,halfway,1216,15254,5335,中途,ちゅうと,2532364,Noun
1216,kindness,1217,15279,2681,親切,しんせつ,2524494,Noun
1217,politician,1218,15291,2940,政治家,せいじか,2521169,Noun
1218,disadvantage,1219,15341,4537,不利,ふり,2504267,Adjectival Noun
1219,chalk,1220,15366,1706,チョーク,チョーク,2498505,Noun
1220,cultivation,1221,15377,3797,栽培,さいばい,2494830,Verbal Noun
1221,pineapple,1222,15408,5252,ぱいなっぷる,ぱいなっぷる,2487823,Noun
1222,nap,1223,15456,1509,昼寝,ひるね,2473014,Verbal Noun
1223,sharply,1224,15468,3967,がくんと,がくんと,2470344,Adverb
1224,vinegar,1225,15476,3913,酢,す,2467712,Noun
1225,robbery,1226,15562,3075,強盗,ごうとう,2443257,Noun
1226,boil,1227,15633,5895,ゆでる,ゆでる,2422265,Verb
1227,barley,1228,15641,3694,大麦,おおむぎ,2420348,Noun
1228,desperately,1229,15684,4894,必死に,ひっしに,2407133,Adverb
1229,indoors,1230,15762,2676,室内,しつない,2389570,Noun
1230,courthouse,1231,15940,3405,裁判所,さいばんしょ,2347505,Noun
1231,kettle,1232,15959,1936,やかん,やかん,2341770,Noun
1232,slippers,1233,16007,1611,スリッパ,スリッパ,2329284,Noun
1233,bookshelf,1234,16010,1788,本棚,ほんだな,2328590,Noun
1234,comb,1235,16013,1826,くし,くし,2327626,Noun
1235,sleepy,1236,16111,1865,眠い,ねむい,2303460,Adjective
1236,sleepy,1237,16111,5801,眠たい,ねむたい,2303460,Adjective
1237,cabbage,1238,16414,2962,キャベツ,キャベツ,2235882,Noun
1238,pronunciation,1239,16565,4688,発音,はつおん,2203941,Verbal Noun
1239,manners,1240,16575,5019,マナー,マナー,2202352,Noun
1240,diarrhea,1241,16627,3936,下痢,げり,2191254,Verbal Noun
1241,nod,1242,16642,3742,うなずく,うなずく,2188223,Verb
1242,thermometer,1243,16771,2458,寒暖計,かんだんけい,2161420,Noun
1243,thermometer,1244,16771,4560,体温計,たいおんけい,2161420,Noun
1244,whisper,1245,16785,3972,囁く,ささやく,2158715,Verb
1245,furious,1246,16835,3568,かんかん,かんかん,2144253,Adverb
1246,decorate,1247,17105,1858,飾る,かざる,2087154,Verb
1247,blackboard,1248,17160,1679,黒板,こくばん,2075979,Noun
1248,footprint,1249,17174,3172,足跡,あしあと,2072054,Noun
1249,dislike,1250,17397,384,嫌い,きらい,2025063,Adjective
1250,dislike,1251,17397,3624,嫌う,きらう,2025063,Verb
1251,punish,1252,17439,5874,罰する,ばっする,2016120,Verb
1252,sparkle,1253,17533,3975,きらりと,きらりと,1997295,Adverb
1253,wander,1254,17542,3228,うろうろ,うろうろ,1996154,Adverb
1254,spinach,1255,17645,5508,ほうれん草,ほうれんそう,1977356,Noun
1255,instinct,1256,17800,4355,本能,ほんのう,1950318,Noun
1256,carrot,1257,17803,1901,にんじん,にんじん,1949964,Noun
1257,bullying,1258,17807,3986,苛め,いじめ,1948806,Noun
1258,sibling,1259,17889,1137,兄弟,きょうだい,1932847,Noun
1259,stare,1260,17937,3593,じろじろ,じろじろ,1925618,Adverb
1260,stare,1261,17937,4164,見つめる,みつめる,1925618,Verb
1261,contradiction,1262,17944,5869,矛盾,むじゅん,1924222,Verbal Noun
1262,multiplication,1263,17996,1872,掛け算,かけざん,1914709,Verbal Noun
1263,souvenir,1264,18019,830,お土産,おみやげ,1910326,Noun
1264,souvenir,1265,18019,4447,土産,みやげ,1910326,Noun
1265,cucumber,1266,18025,3203,きゅうり,きゅうり,1909384,Noun
1266,tapping,1267,18194,1896,とんとん,とんとん,1881871,Adverb
1267,rumble,1268,18227,3054,ごろごろ,ごろごろ,1876665,Adverb
1268,sparrow,1269,18363,3997,雀,すずめ,1853517,Noun
1269,sinking,1270,18374,5159,沈没,ちんぼつ,1852249,Verbal Noun
1270,nephew,1271,18386,3998,甥,おい,1851122,Noun
1271,childbirth,1272,18461,2367,出産,しゅっさん,1840004,Verbal Noun
1272,liar,1273,18567,3932,嘘つき,うそつき,1819814,Noun
1273,plural,1274,18603,4503,複数,ふくすう,1814292,Noun
1274,weekday,1275,18806,4879,平日,へいじつ,1779661,Noun
1275,homecoming,1276,18807,3275,帰省,きせい,1779345,Verbal Noun
1276,subordinate,1277,18868,4257,部下,ぶか,1768208,Noun
1277,consulate,1278,18892,5040,領事館,りょうじかん,1765795,Noun
1278,businessman,1279,18894,1138,業者,ぎょうしゃ,1765391,Noun
1279,ophthalmology,1280,18922,3772,眼科,がんか,1761676,Noun
1280,videotape,1281,19088,1421,ビデオテープ,ビデオテープ,1734836,Noun
1281,digestion,1282,19098,2532,消化,しょうか,1733208,Verbal Noun
1282,hereafter,1283,19225,2665,以降,いこう,1716113,Noun
1283,persuasion,1284,19283,3437,説得,せっとく,1709135,Verbal Noun
1284,farmhouse,1285,19315,5363,農家,のうか,1704037,Noun
1285,oneself,1286,19381,4807,自ら,みずから,1694392,Adverb
1286,abbreviation,1287,19386,5311,略,りゃく,1693819,Noun
1287,whisky,1288,19494,1771,ウィスキー,ウィスキー,1677493,Noun
1288,haiku,1289,20326,5829,俳句,はいく,1557648,Noun
1289,wrinkle,1290,20390,3933,しわ,しわ,1551149,Noun
1290,typewriter,1291,20645,1311,タイプライター,タイプライター,1516482,Noun
1291,hardness,1292,20803,3598,硬さ,かたさ,1495434,Noun
1292,hamburger,1293,21149,1171,ハンバーガー,ハンバーガー,1453555,Noun
1293,soaked,1294,21291,5214,びしょびしょ,びしょびしょ,1437194,Adjectival Noun
1294,soaked,1295,21291,5265,びっしょり,びっしょり,1437194,Adverb
1295,pajamas,1296,21307,1486,パジャマ,パジャマ,1435077,Noun
1296,unmarried,1297,21341,4800,未婚,みこん,1431009,Noun
1297,unexpectedly,1298,21349,2914,案外,あんがい,1430243,Adverb
1298,jogging,1299,21548,2597,ジョギング,ジョギング,1407601,Verbal Noun
1299,waiter,1300,21737,1946,ウェーター,ウェーター,1385770,Noun
1300,waiter,1301,21737,5057,ボーイ,ボーイ,1385770,Noun
1301,typhoon,1302,21743,749,台風,たいふう,1384872,Noun
1302,tickle,1303,22160,3842,くすぐる,くすぐる,1340122,Verb
1303,acquaintance,1304,22164,2284,知り合い,しりあい,1339448,Noun
1304,blouse,1305,22177,1441,ブラウス,ブラウス,1337862,Noun
1305,octopus,1306,22178,5315,たこ,たこ,1337780,Noun
1306,policeman,1307,22301,1882,お巡りさん,おまわりさん,1325650,Noun
1307,broom,1308,22431,5775,ほうき,ほうき,1312361,Noun
1308,insolvency,1309,22818,5596,倒産,とうさん,1275891,Verbal Noun
1309,misunderstanding,1310,22960,3258,誤解,ごかい,1262717,Verbal Noun
1310,misunderstanding,1311,22960,3882,勘違い,かんちがい,1262717,Verbal Noun
1311,admiration,1312,23032,3035,感心,かんしん,1255669,Verbal Noun
1312,dialect,1313,23104,4169,方言,ほうげん,1248837,Noun
1313,tofu,1314,23403,1909,豆腐,とうふ,1222741,Noun
1314,telegram,1315,23450,4335,電報,でんぽう,1219049,Noun
1315,bookcase,1316,23516,1848,本箱,ほんばこ,1212892,Noun
1316,salty,1317,23698,1575,塩辛い,しおからい,1196416,Adjective
1317,itchy,1318,23869,1596,かゆい,かゆい,1181967,Adjective
1318,desperation,1319,23875,4891,必死,ひっし,1181444,Adjectival Noun
1319,adjective,1320,23913,3556,形容詞,けいようし,1177613,Noun
1320,eraser,1321,24047,715,消しゴム,けしごむ,1166247,Noun
1321,angling,1322,24049,5672,釣り,つり,1166195,Noun
1322,rattle,1323,24098,3361,がたがた,がたがた,1162261,Adjective
1323,niece,1324,24230,1987,姪,めい,1151039,Noun
1324,archipelago,1325,24639,5318,列島,れっとう,1118546,Noun
1325,legislator,1326,24662,1164,議員,ぎいん,1116864,Noun
1326,judo,1327,24664,1752,柔道,じゅうどう,1116748,Noun
1327,waitress,1328,24712,1816,ウェートレス,ウェートレス,1113106,Noun
1328,pliers,1329,25019,5271,ペンチ,ペンチ,1089440,Noun
