,word,kanji,reading,overall_rank,rank_english,rank_japanese
1243,thermometer,体温計,たいおんけい,1244,16771,4560
1244,whisper,囁く,ささやく,1245,16785,3972
1245,furious,かんかん,かんかん,1246,16835,3568
1246,decorate,飾る,かざる,1247,17105,1858
1247,blackboard,黒板,こくばん,1248,17160,1679
1248,footprint,足跡,あしあと,1249,17174,3172
1249,dislike,嫌い,きらい,1250,17397,384
1250,dislike,嫌う,きらう,1251,17397,3624
1251,punish,罰する,ばっする,1252,17439,5874
1252,sparkle,きらりと,きらりと,1253,17533,3975
1253,wander,うろうろ,うろうろ,1254,17542,3228
1254,spinach,ほうれん草,ほうれんそう,1255,17645,5508
1255,instinct,本能,ほんのう,1256,17800,4355
1256,carrot,にんじん,にんじん,1257,17803,1901
1257,bullying,苛め,いじめ,1258,17807,3986
1258,sibling,兄弟,きょうだい,1259,17889,1137
1259,stare,じろじろ,じろじろ,1260,17937,3593
1260,stare,見つめる,みつめる,1261,17937,4164
1261,contradiction,矛盾,むじゅん,1262,17944,5869
1262,multiplication,掛け算,かけざん,1263,17996,1872
1263,souvenir,お土産,おみやげ,1264,18019,830
1264,souvenir,土産,みやげ,1265,18019,4447
1265,cucumber,きゅうり,きゅうり,1266,18025,3203
1266,tapping,とんとん,とんとん,1267,18194,1896
1267,rumble,ごろごろ,ごろごろ,1268,18227,3054
1268,sparrow,雀,すずめ,1269,18363,3997
1269,sinking,沈没,ちんぼつ,1270,18374,5159
1270,nephew,甥,おい,1271,18386,3998
1271,childbirth,出産,しゅっさん,1272,18461,2367
1272,liar,嘘つき,うそつき,1273,18567,3932
1273,plural,複数,ふくすう,1274,18603,4503
1274,weekday,平日,へいじつ,1275,18806,4879
1275,homecoming,帰省,きせい,1276,18807,3275
1276,subordinate,部下,ぶか,1277,18868,4257
1277,consulate,領事館,りょうじかん,1278,18892,5040
1278,businessman,業者,ぎょうしゃ,1279,18894,1138
1279,ophthalmology,眼科,がんか,1280,18922,3772
1280,videotape,ビデオテープ,ビデオテープ,1281,19088,1421
1281,digestion,消化,しょうか,1282,19098,2532
1282,hereafter,以降,いこう,1283,19225,2665
1283,persuasion,説得,せっとく,1284,19283,3437
1284,farmhouse,農家,のうか,1285,19315,5363
1285,oneself,自ら,みずから,1286,19381,4807
1286,abbreviation,略,りゃく,1287,19386,5311
1287,whisky,ウィスキー,ウィスキー,1288,19494,1771
1288,haiku,俳句,はいく,1289,20326,5829
1289,wrinkle,しわ,しわ,1290,20390,3933
1290,typewriter,タイプライター,タイプライター,1291,20645,1311
1291,hardness,硬さ,かたさ,1292,20803,3598
1292,hamburger,ハンバーガー,ハンバーガー,1293,21149,1171
1293,soaked,びしょびしょ,びしょびしょ,1294,21291,5214
1294,soaked,びっしょり,びっしょり,1295,21291,5265
1295,pajamas,パジャマ,パジャマ,1296,21307,1486
1296,unmarried,未婚,みこん,1297,21341,4800
1297,unexpectedly,案外,あんがい,1298,21349,2914
1298,jogging,ジョギング,ジョギング,1299,21548,2597
1299,waiter,ウェーター,ウェーター,1300,21737,1946
1300,waiter,ボーイ,ボーイ,1301,21737,5057
1301,typhoon,台風,たいふう,1302,21743,749
1302,tickle,くすぐる,くすぐる,1303,22160,3842
1303,acquaintance,知り合い,しりあい,1304,22164,2284
1304,blouse,ブラウス,ブラウス,1305,22177,1441
1305,octopus,たこ,たこ,1306,22178,5315
1306,policeman,お巡りさん,おまわりさん,1307,22301,1882
1307,broom,ほうき,ほうき,1308,22431,5775
1308,insolvency,倒産,とうさん,1309,22818,5596
1309,misunderstanding,誤解,ごかい,1310,22960,3258
1310,misunderstanding,勘違い,かんちがい,1311,22960,3882
1311,admiration,感心,かんしん,1312,23032,3035
1312,dialect,方言,ほうげん,1313,23104,4169
1313,tofu,豆腐,とうふ,1314,23403,1909
1314,telegram,電報,でんぽう,1315,23450,4335
1315,bookcase,本箱,ほんばこ,1316,23516,1848
1316,salty,塩辛い,しおからい,1317,23698,1575
1317,itchy,かゆい,かゆい,1318,23869,1596
1318,desperation,必死,ひっし,1319,23875,4891
1319,adjective,形容詞,けいようし,1320,23913,3556
1320,eraser,消しゴム,けしごむ,1321,24047,715
1321,angling,釣り,つり,1322,24049,5672
1322,rattle,がたがた,がたがた,1323,24098,3361
1323,niece,姪,めい,1324,24230,1987
1324,archipelago,列島,れっとう,1325,24639,5318
1325,legislator,議員,ぎいん,1326,24662,1164
1326,judo,柔道,じゅうどう,1327,24664,1752
1327,waitress,ウェートレス,ウェートレス,1328,24712,1816
1328,pliers,ペンチ,ペンチ,1329,25019,5271
1329,toothbrush,歯ブラシ,はぶらし,1330,25070,1195
1330,subtraction,引き算,ひきざん,1331,25516,918
1331,eyebrows,眉毛,まゆげ,1332,25631,5988
1332,humid,蒸し暑い,むしあつい,1333,25920,5880
1333,smog,スモッグ,スモッグ,1334,25952,3452
1334,affirmation,肯定,こうてい,1335,25989,3401
1335,seniority,年長,ねんちょう,1336,26094,4241
1336,equator,赤道,せきどう,1337,26098,2194
1337,tropics,熱帯,ねったい,1338,26150,5254
1338,refreshed,すっきり,すっきり,1339,26208,2987
1339,prefecture,県,けん,1340,26310,2296
1340,racket,ラケット,ラケット,1341,26322,1281
1341,submittal,提出,ていしゅつ,1342,26375,4985
1342,eel,ウナギ,ウナギ,1343,26981,3128
1343,neutrality,中立,ちゅうりつ,1344,27136,4639
1344,snoring,いびき,いびき,1345,27141,3336
1345,rooftop,屋上,おくじょう,1346,27155,2200
1346,foreigner,外国人,がいこくじん,1347,27320,672
1347,internationalization,国際化,こくさいか,1348,27420,2852
1348,boldly,あえて,あえて,1349,27596,2257
1349,eyebrow,眉,まゆ,1350,27661,5987
1350,impatient,せっかち,せっかち,1351,27965,3269
1351,eggplant,茄子,なす,1352,28052,1989
1352,watermelon,すいか,すいか,1353,28296,1496
1353,reluctantly,いやいや,いやいや,1354,28593,3386
1354,superstition,迷信,めいしん,1355,28924,5469
1355,midsummer,真夏,まなつ,1356,30039,4707
1356,sharpness,切れ,きれ,1357,30484,2513
1357,handshake,握手,あくしゅ,1358,30759,1879
1358,radioactivity,放射能,ほうしゃのう,1359,31669,5540
1359,puncture,パンク,パンク,1360,31810,4742
1360,ashtray,灰皿,はいざら,1361,32215,1818
1361,mayonnaise,マヨネーズ,マヨネーズ,1362,32621,5359
1362,yawn,あくび,あくび,1363,32664,1676
1363,inconvenient,不便,ふべん,1364,32934,772
1364,seawater,海水,かいすい,1365,33334,2056
1365,takeoff,離陸,りりく,1366,33962,5229
1366,shrinkage,縮み,ちぢみ,1367,34394,5370
1367,guarantor,保証人,ほしょうにん,1368,34781,4905
1368,impossibility,無理,むり,1369,35967,4290
1369,flatter,おだてる,おだてる,1370,35995,3751
1370,quarrel,口げんか,くちげんか,1371,36034,2045
1371,eyelid,まぶた,まぶた,1372,36573,5832
1372,grandchild,孫,まご,1373,36606,1780
1373,valuables,貴重品,きちょうひん,1374,36618,3169
1374,betray,裏切る,うらぎる,1375,37100,3235
1375,shiver,ぶるぶる,ぶるぶる,1376,37899,5145
1376,classmate,同級生,どうきゅうせい,1377,37947,5515
1377,handkerchief,ハンカチ,ハンカチ,1378,38027,1416
1378,beggar,乞食,こじき,1379,38160,3965
1379,pronoun,代名詞,だいめいし,1380,38652,5572
1380,teacup,湯飲み,ゆのみ,1381,39979,5691
1381,crosswalk,横断歩道,おうだんほどう,1382,42267,1478
1382,wobble,ぐらぐら,ぐらぐら,1383,43135,1601
1383,intonation,イントネーション,イントネーション,1384,43475,3352
1384,fainting,気絶,きぜつ,1385,44199,3622
1385,sneeze,くしゃみ,くしゃみ,1386,47754,3502
1386,escalator,エスカレーター,エスカレーター,1387,47979,1176
1387,ticklish,くすぐったい,くすぐったい,1388,48122,3518
1388,errand,使い,つかい,1389,48813,4304
1389,slimy,ぬるぬる,ぬるぬる,1390,48820,5334
1390,commonality,共通,きょうつう,1391,49026,2657
1391,chrysanthemum,菊,きく,1392,50627,3953
1392,bridegroom,花婿,はなむこ,1393,51526,5798
1393,chopsticks,箸,はし,1394,51733,1993
1394,exaggerate,大げさ,おおげさ,1395,52027,2015
1395,exaggerate,オーバー,オーバー,1396,52027,2763
1396,fluently,ぺらぺら,ぺらぺら,1397,52438,1751
1397,kabuki,歌舞伎,かぶき,1398,53461,3971
1398,raincoat,レインコート,レインコート,1399,54813,1756
1399,adverb,副詞,ふくし,1400,55669,5571
1400,grumble,ぶつぶつ,ぶつぶつ,1401,57408,5139
1401,laver,海苔,のり,1402,62004,5981
1402,memorization,暗記,あんき,1403,62756,2926
1403,prefectural,府立,ふりつ,1404,65964,5024
1404,katakana,片仮名,かたかな,1405,66594,375
1405,newlywed,新婚,しんこん,1406,68916,2700
1406,suntan,日焼け,ひやけ,1407,70620,5491
1407,rustle,がさがさ,がさがさ,1408,72008,3767
1408,hiragana,平仮名,ひらがな,1409,72546,376
1409,videotaping,録画,ろくが,1410,74156,5009
1410,irresponsibility,無責任,むせきにん,1411,76055,5046
1411,derailment,脱線,だっせん,1412,80120,4735
1412,overwork,過労,かろう,1413,95364,3322
1413,pickpocket,すり,すり,1414,111946,3460
1414,firetruck,消防車,しょうぼうしゃ,1415,120165,1768
1415,gargling,うがい,うがい,1416,122057,3718
1416,accustom,慣らす,ならす,1417,136495,4478
1417,wastepaper,紙屑,かみくず,1418,166983,3977
1418,sukiyaki,すき焼き,すきやき,1419,185191,1659
1419,stationmaster,駅長,えきちょう,1420,229393,2173
1420,oversleep,寝過ごす,ねすごす,1421,322526,5263
